T	q_ratio	TPD_harm	Des_rate_harm	pre_harm	TPD_tait	Des_rate_tait	pre_tait	TPD_HH	Des_rate_HH	pre_HH
9.800000000000008	0.9873698550982621	4.0734635422596576e-308	8.146927084519315e-308	203574864128033.1	4.125570090302454e-308	8.251140180604909e-308	206178933939373.25	3.3325426539149e-310	6.66508530782974e-310	1665467018259.4915
9.900000000000007	0.9867686175303517	7.423632500599965e-305	1.4847265001199931e-304	210810158588409.47	7.523174499792624e-305	1.5046348999585248e-304	213636869721310.47	5.864904788373064e-307	1.1729809576746128e-306	1665467018259.4915
10.000000000000007	0.9861510477795302	1.1671978083429037e-301	2.3343956166858073e-301	218220961668742.72	1.1835892797264964e-301	2.3671785594529927e-301	221285534462596.38	8.908078484828305e-304	1.781615696965661e-303	1665467018259.4915
10.100000000000009	0.985517126606691	1.5867627882551751e-298	3.1735255765103502e-298	225809395972618.44	1.6100813932261928e-298	3.220162786452386e-298	229127825256695.44	1.1703237937720343e-300	2.3406475875440686e-300	1665467018259.4915
10.200000000000008	0.9848668426259033	1.873163343287136e-295	3.746326686574272e-295	233577573424497.28	1.9019457882172276e-295	3.803891576434455e-295	237166653719116.56	1.3356127141486168e-297	2.6712254282972335e-297	1665467018259.4915
10.300000000000008	0.9842001920607295	1.9280543816714943e-292	3.8561087633429883e-292	241527594902530.72	1.9590063050429934e-292	3.9180126100859873e-292	245404945915340.2	1.3295006657025775e-294	2.6590013314051554e-294	1665467018259.4915
10.40000000000001	0.98351717850129	1.7372335138973743e-289	3.4744670277947485e-289	249661549879718.28	1.7663479112226764e-289	3.5326958224453527e-289	253845642289806.47	1.1588909552973026e-291	2.3177819105946053e-291	1665467018259.4915
10.500000000000009	0.9828178126626275	1.3754423699515288e-286	2.7508847399030576e-286	257981516073342.75	1.3994886460443887e-286	2.7989772920887774e-286	262491697595941.03	8.879527252718726e-289	1.775905450543745e-288	1665467018259.4915
10.600000000000009	0.9821021121447873	9.6041653979919e-284	1.9208330795983798e-283	266489559102596.1	9.779192284820173e-284	1.9558384569640347e-283	271346080827192.72	6.002269192882884e-286	1.2004538385765768e-285	1665467018259.4915
10.700000000000008	0.9813701011950778	5.935240478111252e-281	1.1870480956222504e-280	275187732154322.53	6.04791247551105e-281	1.20958249510221e-280	280411775149058.12	3.592074103139745e-283	7.18414820627949e-283	1665467018259.4915
10.800000000000008	0.9806218104728478	3.257244117851283e-278	6.514488235702566e-278	284078075656783.94	3.321610923869484e-278	6.643221847738968e-278	289691777832071.44	1.90962735725343e-280	3.8192547145068606e-280	1665467018259.4915
10.90000000000001	0.9798572768171395	1.5926247141253108e-275	3.1852494282506216e-275	293162616961365.1	1.6253639706576626e-275	3.250727941315325e-275	299189100185735.44	9.047756365847339e-278	1.8095512731694678e-277	1665467018259.4915
11.000000000000009	0.9790765430174957	6.95975685163768e-273	1.391951370327536e-272	302443370032119.0	7.108491058510951e-273	1.4216982117021903e-272	308906767493371.06	3.832534166735776e-275	7.665068333471553e-275	1665467018259.4915
11.100000000000009	0.9782796575881944	2.7265236233694464e-270	5.453047246738893e-270	311922335143064.0	2.787059510254248e-270	5.574119020508496e-270	318847818947869.1	1.4557903226597945e-272	2.911580645319589e-272	1665467018259.4915
